UID	DURATION	FILENAME				
2009-09-22-g	16:48	Yancu_Narra_JEG326_Testimonial-de-socio-de-Tosepan_2009-09-22-g.wav				
2009-09-22-h	15:39	Ixtla_MatCl_MMC327_see-kalchiiwa-construccion-de-casas_2009-09-22-h.wav				
2009-09-22-i	10:55	Ixtla_Narra_MMC327_Historia-de-vida_2009-09-22-i.wav				
2009-09-22-j	1:46	Limon_MatCl_OJV360_Keeniiw-kihkitih_2009-09-22-j.wav				
2009-09-22-k	2:39	Limon_Narra_OJV360_Kikoxteekah-pili_2009-09-22-k.wav				
2009-09-22-l	9:54	Limon_MatCl_OJV360_Tahtsoma_2009-09-22-l.wav				
2009-09-22-m	14:51	Limon_Comid_OJV360_Takwalchiiwa_2009-09-22-m.wav				
2009-09-22-n	12:45	Limon_Narra_OJV360_Testimonio-de-vida_2009-09-22-n.wav				
2009-09-23-a	33:38	Tzina_Narra_JSI331_Sociedad-produccion-rural_2009-09-23-a.wav				
2009-09-23-b	19:18	Tzina_Cuent_JSI331_See-tokniiw-aamo-nexiikol_2009-09-23-b.wav				
2009-09-23-c	8:30	Tzina_Cuent_JSI331_See-taakat-kimiktilihkeh-ikwaakow_2009-09-23-c.wav				
2009-09-23-d	5:08	Tzina_Cuent_JSI331_Sacristan_2009-09-23-d.wav				
2009-09-23-e	7:08	Tzina_Cuent_JSI331_See-kotoorroh-waan-weli-tiootahtool_2009-09-23-e.wav				
2009-09-23-f	7:54	Tzina_Narra_JSI331_Tekitik-waan-momowtih-panteon_2009-09-23-f.wav				
2009-09-23-g	21:15	Tzina_Narra_JSI331_Keeniiw-see-kieewaltia-kahfeen_2009-09-23-g.wav				
2009-09-23-h	10:49	Tzina_Narra_JSI331_See-taakat-mokokoh-ihwaak-tekiixtiaaya_2009-09-23-h.wav				
2009-09-23-i	34:11	Tzina_Narra_JSI331_Moskaltih-iwaan-tekitia_2009-09-23-i.wav				
2009-09-23-j	6:53	Tzina_Cuent_JSI331_Moneki-see-tayekaankeh_2009-09-23-j.wav				
2009-09-23-k	8:06	Tzina_MatCl_MMM335_Keeniiw-kichiiwaya-paneelah_2009-09-23-k.wav				
2009-09-23-l	7:51	Tzina_MatCl_MMM335_Keeniiw-kichiiwaya-kali_2009-09-23-l.wav				
2009-09-23-m	16:18	Tzina_Narra_JSI331_Tahtowa-itech-aanimah_2009-09-23-m.wav				
2009-09-23-n	46:54	Tzina_Cuent_MMM335_Joaquinito-buen-tirador_2009-09-23-n.wav				
2009-09-23-o	26:48	Tzina_Medic_JSI331_Toonawis_2009-09-23-o.wav				
2009-09-23-p	18:37	Xaltn_Medic_MFC307_Seki-kokolis-waan-keeniiw-see-kipahtia_2009-09-23-p.wav				
2009-09-23-q	14:09	Xaltn_Medic_MFC307_Xiwpahti-tein-kikwi_2009-09-23-q.wav				
2009-09-23-r	9:25	Tzina_Comid_JSI331_Nochi-kilit_2009-09-23-r.wav				
2009-09-23-s	8:02	Tzina_Narra_MMM335_Testimonial-de-vida-y-fiestas_2009-09-23-s.wav				
2009-09-23-t	10:39	Xaltn_Medic_MFC307_Xoochitsiin-ika-see-teepahtia_2009-09-23-t.wav				
2009-09-23-u	11:54	Xaltn_Medic_MFC307_Siwaakokolis-keeniiw-taakati-see-ipili_2009-09-23-u.wav				
2009-09-23-v	10:13	Xaltn_Narra_MFC307_See-kinootsa-isiwaapil-Consejos-a-la-hija_2009-09-23-v.wav				
2009-09-23-w	6:29	Xaltn_Medic_MFC307_Xiwit-ika-see-pahti_2009-09-23-w.wav				
2009-09-23-x	3:26	Xaltn_Medic_MFC307_Kipahtia-pili-ika-see-chiichiiltik-xoochit_2009-09-23-x.wav				
2009-09-23-y	1:41	Xaltn_Medic_MFC307_Teepahtia-ika-albaakah_2009-09-23-y.wav				
2009-09-23-z	4:48	Xaltn_Medic_MFC307_oliini-see-itsontekon_2009-09-23-z.wav				
2009-09-24-a	9:00	Tzina_Narra_JSI331_Kikechtsontehkeh-see-siwaat-CONFIDENCIAL_2009-09-24-a.wav				
2009-09-24-b	16:21	Xaltn_Medic_MFC307_Nemowtil-pahti-pelotillas_2009-09-24-b.wav				
2009-09-24-c	9:54	Xaltn_Medic_MFC307_kowach-xiwit-pahti_2009-09-24-c.wav				
2009-09-24-d	19:31	Tzina_Narra_RMM302_Teechwehwelowilihkeh-totatook-koyoomeh_2009-09-24-d.wav				
2009-09-24-e	15:39	Tzina_Creer_RMM302_naawalmeh_2009-09-24-e.wav				
2009-09-24-f	25:13	Tzina_Tradi_RMM302_Todos-Santos-aanimahtsitsiin_2009-09-24-f.wav				
2009-09-24-g	1:45	Tzina_Cuent_SSM336_Takwatsiin-teechkwiiliito-tit_2009-09-24-g.wav				
2009-09-24-h	1:55	Tzina_Cuent_SSM336_Itaool-kimich-tsiikat-tuusah_2009-09-24-h.wav				
2009-09-24-i	2:17	Tzina_Cuent_SSM336_Toopeh-waan-kowiixin_2009-09-24-i.wav				
2009-09-24-j	11:35	Tzina_Narra_JSI331_Keeniiw-timonemilispata_2009-09-24-j.wav				
2009-09-24-k	34:09	Tzina_Narra_JSI331-SSM336_Tisentekitiah-panela_2009-09-24-k.wav				
2009-09-24-l	4:18	Tzina_Cuent_SSM336_Takwatsiin-waan-koyoot_2009-09-24-l.wav				
2009-09-24-m	4:18	Tzina_Cuent_SSM336_Koneejoh-waan-seerah_2009-09-24-m.wav				
2009-09-24-n	5:56	Tzina_Narra_SSM336_Keeniiw-moskaltih-Historia-de-vida_2009-09-24-n.wav				
2009-09-24-o	7:34	Tzina_Medic_SSM336_Keeniiw-tekitia-waan-kahsik-kokolis_2009-09-24-o.wav				
2009-09-24-p	6:15	Tzina_Narra_SSM336_keeniiw-panook-see-Todos-Santos_2009-09-24-p.wav				
2009-09-24-q	26:41	Tzina_Botan_JSI331_seki-kuawmeh_2009-09-24-q.wav				
2009-09-24-r	18:36	Tzina_MatCl_JSI331_totakeen-keeniiw-katka_2009-09-24-r.wav				
2009-09-24-s	33:47	Tzina_Botan_JSI331_xiwmeh-xoochimeh-witsmeh-kuamekameh_2009-09-24-s.wav				
2009-09-24-t	35:39	Tzina_Narra_JSI331_Keeniiw-tekitia_2009-09-24-t.wav				
2009-09-24-u	9:10	Tzina_Cuent_JSI331_See-siwaat-kinaawilchiiwaya-kowtahokuilimeh_2009-09-24-u.wav				
2009-09-24-v	9:21	Tzina_Narra_JSI331_Kimiktihkeh-nikaan-see-taakat_2009-09-24-v.wav				
2009-09-25-a	39:57	Tzina_Narra_MMM335_keeniiw-see-monaamiktia_2009-09-25-a.wav				
2009-09-25-b	8:56	Tzina_Narra_MMM335_keeniiw-tekitia-keeman-ilwit_2009-09-25-b.wav				
2009-09-25-c	18:01	Tzina_Cuent_MMM335_Tatokakeh-El-buen-tirador_2009-09-25-c.wav				
2009-09-25-d	24:04	Xaltp_Cuent_MFC307_See-siwaat-kikahkayaaw-itaakaw_2009-09-25-d.wav				
2009-09-25-e	10:22	Xaltp_Narra_MFC307_Keeniiw-timotekipanowaayah-nee-wehkaaw_2009-09-25-e.wav				
2009-09-25-f	22:04	Xaltp_Narra_MFC307_keeniiw-monaamiktiaayah_2009-09-25-f.wav				
2009-09-25-g	9:42	Xaltp_Narra_MFC307_Keeniiw-see-kintekimachtiaayah-see-ipilwaan_2009-09-25-g.wav				
2009-09-25-h	10:39	Xaltp_Narra_MFC307_Nikaan-panook-see-teetsaawehekat_2009-09-25-h.wav				
2009-09-25-i	15:29	Xaltp_Narra_MFC307_Kihlia-iixwiiw_keeniiw-nemis-keeman-weeias_2009-09-25-i.wav				
2009-09-25-j	21:30	Xaltp_Narra_MFC307_timosempaleewiah-keeman-timochaantiah_2009-09-25-j.wav				
2009-09-25-k	38:24	Xaltp_Narra_MFC307_keeniiw-moskaltih_2009-09-25-k.wav				
2009-09-26-a	6:02	Zacat_Narra_MOG333_Kinohnootsaya-iweeitaat_2009-09-26-a.wav				
2009-09-26-b	26:40	Xaltp_Comid_MFC307_Takwalchiiwa_2009-09-26-b.wav				
2009-09-26-c	15:05	Xaltp_Medic_MFC307_Siwaaitakeh_2009-09-26-c.wav				
2009-09-26-d	3:50	Zacat_Narra_LBB332_Participante-taller-de-Tosepan-Pajti_2009-09-26-d.wav				
2009-09-26-e	6:17	Zacat_Narra_MOG333_Participante-taller-de-Tosepan-Pajti_2009-09-26-e.wav				
2009-09-26-f	12:37	Zacat_Narra_LBB332_Iweeitaat-mosentaalih-iwaan-iweeinaan_2009-09-26-f.wav				
2010-07-13-a	10:29	Tzina_MatCl_AJH303_kowxiwkal_2010-07-13-a.wav				
2010-07-13-b	25:24	Tzina_MatCl_AJH303_taataman-kalmeh_2010-07-13-b.wav				
2010-07-13-c	12:03	Tzina_MatCl_AJH303_owasakakal_2010-07-13-c.wav				
2010-07-13-d	27:47	Xaltn_Zoolo_MFC307_kowaameh_2010-07-13-d.wav				
2010-07-13-e	28:23	Xaltn_Medic_MFC307_pilmaachiixkeh_2010-07-13-e.wav				
2010-07-13-f	11:50	Tzina_MatCl_AJH303_tenex_2010-07-13-f.wav				
2010-07-13-g	19:43	Tzina_Narra_AJH303_Historia-de-vida_2010-07-13-g.wav				
2010-07-13-h	23:26	Tzina_Cazas_AJH303_aatsakuaya_2010-07-13-h.wav				
2010-07-13-i	16:35	Xaltn_Medic_MFC307_xiwpah_2010-07-13-i.wav				
2010-07-13-j	4:19	Xaltn_Medic_MFC307_chakay-witskilit_2010-07-13-j.wav				
2010-07-13-k	26:37	Xaltn_Medic_MFC307_xiwpah_2010-07-13-k.wav				
2010-07-13-l	20:37	Tzina_MatCl_AJH303_kichiiwa-paneelah_2010-07-13-l.wav				
2010-07-14-a	20:50	Tzina_MatCl_AND308_kichiiwa-kali_2010-07-14-a.wav				
2010-07-14-b	5:50	Tzina_MatCl_AND308_kali-komaait_2010-07-14-b.wav				
2010-07-14-c	17:24	Tzina_MatCl_AND308_kikiixtia-xoonoot_2010-07-14-c.wav				
2010-07-14-d	15:34	Tzina_MatCl_CGN309_wiipiil_2010-07-14-d.wav				
2010-07-14-e	15:01	Tzina_MatCl_CGN309_ilpikat_2010-07-14-e.wav				
2010-07-14-f	100:33	Tzina_Narra_MFM310_Historia-de-vida_2010-07-14-f.wav				
2010-07-14-g	57:20	Tzina_Narra_AND308_Historia-de-vida_2010-07-14-g.wav				
2010-07-14-h	12:11	Tzina_MatCl_CGN309_bordado_2010-07-14-h.wav				
2010-07-14-i	11:58	Tzina_Medic_CGN309_siwaapah_2010-07-14-i.wav				
2010-07-14-j	12:04	Tzina_Cuent_MFM310_El-Rey_2010-07-14-j.wav				
2010-07-15-a	20:46	Tzina_Comid_MJA312_takwalis_2010-07-15-a.wav				
2010-07-15-b	17:25	Tzina_Comid_MJA312_nanakat_2010-07-15-b.wav				
2010-07-15-c	13:28	Tzina_MatCl_ESL311_panela_2010-07-15-c.wav				
2010-07-15-d	8:22	Tzina_Comid_ESL311_totopoch_2010-07-15-d.wav				
2010-07-15-e	11:59	Tzina_Agric_ESL311_kitooka-et_2010-07-15-e.wav				
2010-07-15-f	68:05	Tzina_Cazas_AJH303_tahpeewal_2010-07-15-f.wav				
2010-07-15-g	35:14	Tzina_MatCl_MJA312_temaaskal_2010-07-15-g.wav				
2010-07-15-h	9:21	Tzina_Comid_ESL311_atool_2010-07-15-h.wav				
2010-07-15-i	16:53	Tzina_Narra_ESL311_Historia-de-vida_2010-07-15-i.wav				
2010-07-15-j	21:54	Tzina_Tradi_MJA312_keeniiw-see-teetooka_2010-07-15-j.wav				
2010-07-15-k	23:34	Tzina_Agric_AJH303_tooka-ika-yunta_2010-07-15-k.wav				
2010-07-15-l	5:24	Tzina_Botan_AJH303_kwitakowit-Solanaceae_2010-07-15-l.wav				
2010-07-15-m	51:11	Tzina_MatCl_AJH303_kali-tein-kipia_2010-07-15-m.wav				
2010-07-16-a	22:41	Tzina_Cazas_AND308_tahpeewal_2010-07-16-a.wav				
2010-07-16-b	12:22	Tzina_Cazas_AND308_ochpaan_2010-07-16-b.wav				
2010-07-16-c	40:19	Tzina_Zoolo_AND308-PSC320_chikteh_2010-07-16-c.wav				
2010-07-16-d	79:15	Tzina_Narra_MFM310_Servicio-de-topile_2010-07-16-d.wav				
2010-07-16-e	61:49	Tzina_Narra_MFM310_Servicio-de-mayordomo_2010-07-16-e.wav				
2010-07-16-f	16:01	Tzina_Cazas_AND308_witoon_2010-07-16-f_1006.wav				
2010-07-17-a	16:47	Chilc_Cazas_RMM302_posaal_2010-07-17-a.wav				
2010-07-17-b	31:22	Chilc_Zoolo_RMM302_pisiilnekmeh_2010-07-17-b.wav				
2010-07-20-a	3:53	Zilte_Zoolo_PSC320_istamaamaani_2010-07-20-a.wav				
2010-07-20-b	4:55	Zilte_Zoolo_PSC320_tsaawanitsiin_2010-07-20-b.wav				
2010-07-20-c	1:10	Zilte_Zoolo_PSC320_taalkwitaxkol_2010-07-20-c.wav				
2010-07-20-d	2:57	Zilte_Zoolo_PSC320_weei-tokat_2010-07-20-d.wav				
2010-07-20-e	22:47	Zilte_Zoolo_PSC320_chokoy_2010-07-20-e.wav				
2010-07-20-f	4:55	Zilte_Zoolo_PSC320_kowtah-xiwaan_2010-07-20-f.wav				
2010-07-20-g	5:50	Zilte_Zoolo_PSC320_xopepe_2010-07-20-g.wav				
2010-07-20-h	12:00	Zilte_Zoolo_PSC320_aaltsimit_2010-07-20-h.wav				
2010-07-20-i	4:45	Zilte_Zoolo_PSC320_soosokitsiin_2010-07-20-i.wav				
2010-07-20-j	4:00	Zilte_Zoolo_PSC320_yowak-xiyoopaapaaloot-waan-chiaawapaapaaloot_2010-07-20-j.wav				
2010-07-20-k	13:52	Zilte_Zoolo_PSC320_mooyoot_2010-07-20-k.wav				
2010-07-20-l	8:57	Zilte_Zoolo_PSC320_istaak-aaskat_2010-07-20-l.wav				
2010-07-20-m	32:23	Zilte_Zoolo_PSC320_aaskat_2010-07-20-m.wav				
2010-07-21-a	15:12	Tzina_Cazas_JVC313_tahpeewal-trampa-animales-mayores_2010-07-21-a.wav				
2010-07-21-b	8:46	Tzina_Cazas_JVC313_witoon_trampa-de-animales_2010-07-21-b.wav				
2010-07-21-c	5:38	Tzina_Cazas_JVC313_ochpaan-trampa-de-animales_2010-07-21-c.wav				
2010-07-21-d	7:20	Tzina_Cazas_JVC313_kechmekat-trampa-para-cazar_2010-07-21-d.wav				
2010-07-21-e	31:27	Zuapl_MatCl_MFC314_kali-saantoh-iixpan-construccion-casa-y-altar_2010-07-21-e.wav				
2010-07-21-f	44:58	Xaltn_Narra_MFC307_Vida-cotidiana_2010-07-21-f.wav				
2010-07-21-g	3:27	Tzina_Cazas_JVC313_komaapan-witoon-trampa-de-animales_2010-07-21-g.wav				
2010-07-21-h	11:24	Tzina_Cazas_JVC313_aawaatsa-pescar-secando-agua_2010-07-21-h.wav				
2010-07-21-i	9:26	Tzina_Cazas_JVC313_aachikiwit-tipos-de-crustaceos_2010-07-21-i.wav				
2010-07-21-j	9:24	Tzina_Cazas_JVC313_tamaatawia-caza-con-redes_2010-07-21-j.wav				
2010-07-21-k	4:50	Tzina_Zoolo_JVC313_aamichin-tipos-pez_2010-07-21-k.wav				
2010-07-21-l	8:50	Tzina_Cazas_JVC313_tapahwia-veneno-para-cazar_2010-07-21-l.wav				
2010-07-21-m	7:59	Tzina_Zoolo_JVC313_kaalaat-tipos-ranas-sapos_2010-07-21-m.wav				
2010-07-21-n	5:19	Zuapl_Cazas_MFC314_harpoon_2010-07-21-n.wav				
2010-07-21-o	9:27	Zuapl_Medic_MFC314_ehekakokolis-o-mal-aire_2010-07-21-o.wav				
2010-07-21-p	32:40	Xaltn_Tradi_MFC307_see-monaamiktia-el-casamiento_2010-07-21-p.wav				
2010-07-22-a	26:11	Tzina_Zoolo_AND308_chokoy_2010-07-22-a.wav				
2010-07-22-b	28:37	Tzina_Zoolo_AND308_aaltsimit_2010-07-22-b.wav				
2010-07-22-c	20:22	Yohua_Comid_MHO316_aaxokot-bebida-preparada_2010-07-22-c.wav				
2010-07-22-d	5:41	Yohua_MatCl_MHO316_ilpikat-amarre_2010-07-22-d.wav				
2010-07-22-e	17:01	Yohua_Narra_MHO316_keeniiw-monaamiktia_2010-07-22-e.wav				
2010-07-22-f	4:54	Xaltn_Comid_JAF315_totopoch_2010-07-22-f.wav				
2010-07-22-g	8:19	Tzina_Zoolo_AND308_istamaamaani_2010-07-22-g.wav				
2010-07-22-h	17:48	Tzina_Zoolo_AND308-MHO316_kooyowal_2010-07-22-h.wav				
2010-07-22-i	30:20	Tzina_Zoolo_AND308-MHO316_kaalaat_2010-07-22-i.wav				
2010-07-22-j	11:03	Tzina_Zoolo_AND308-MHO316_chikiliich_2010-07-22-j.wav				
2010-07-22-k	7:44	Tzina_Zoolo_AND308_isaaniil-chikiliich_2010-07-22-k.wav				
2010-07-22-l	5:36	Tzina_Zoolo_AND308_kowtekini_2010-07-22-l.wav				
2010-07-22-m	4:14	Tzina_Zoolo_AND308_kowmaxal_2010-07-22-m.wav				
2010-07-22-n	6:18	Tzina_Zoolo_AND308_ahtapal-istaak_2010-07-22-n.wav				
2010-07-22-o	9:10	Tzina_Zoolo_AND308_teetookani_2010-07-22-o.wav				
2010-07-22-p	10:51	Tzina_Zoolo_AND308-JAF315_kowtootolin_2010-07-22-p.wav				
2010-07-22-q	13:52	Tzina_Zoolo_AND308-JAF315_teemiinkeh_2010-07-22-q.wav				
2010-07-26-a	69:16	Tzina_Cazas_MGG317-FHR321_tahpeewal_2010-07-26-a.wav				
2010-07-26-b	3:11	Tzina_Zoolo_MGG317-JVC313_istamaamaani_2010-07-26-b.wav				
2010-07-26-c	2:41	Tzina_Zoolo_MGG317-JVC313_kowtekini_2010-07-26-c.wav				
2010-07-26-d	2:18	Tzina_Zoolo_MGG317-JVC313_kwitaololowaani_2010-07-26-d.wav				
2010-07-26-e	4:05	Tzina_Zoolo_MGG317-JVC313_chapolin_2010-07-26-e.wav				
2010-07-26-f	1:27	Tzina_Zoolo_MGG317-JVC313_kostik-chapolin_2010-07-26-f.wav				
2010-07-26-g	3:36	Tzina_Zoolo_MGG317-JVC313_kowkaakabaayoh_2010-07-26-g.wav				
2010-07-26-h	1:33	Tzina_Zoolo_MGG317-JVC313_aamooyoot_2010-07-26-h.wav				
2010-07-26-i	1:39	Tzina_Zoolo_MGG317-JVC313_aaxopepe_2010-07-26-i.wav				
2010-07-26-j	3:50	Tzina_Zoolo_MGG317-JVC313_chikiliich_2010-07-26-j.wav				
2010-07-26-k	1:41	Tzina_Zoolo_MGG317-JVC313_teempaawa_2010-07-26-k.wav				
2010-07-26-l	8:55	Tzina_Zoolo_JVC313_aaltsimit_2010-07-26-l.wav				
2010-07-26-m	2:48	Tzina_Zoolo_JVC313_soosokitsiin_2010-07-26-m.wav				
2010-07-26-n	3:37	Tzina_Zoolo_JVC313_nextekwilin_2010-07-26-n.wav				
2010-07-26-o	3:34	Tzina_Zoolo_JVC313-FHR321_kooyowal_2010-07-26-o.wav				
2010-07-26-p	2:25	Tzina_Zoolo_JVC313-FHR321_taalkwitaxkol_2010-07-26-p.wav				
2010-07-26-q	1:34	Tzina_Zoolo_JVC313-FHR321_chalawih-ihkochin_2010-07-26-q.wav				
2010-07-26-r	1:28	Tzina_Zoolo_JVC313 -MGG317_kwapachsipo_2010-07-26-r.wav				
2010-07-26-s	1:47	Tzina_Zoolo_JVC313 -FHR321_xaalxokosipo_2010-07-26-s.wav				
2010-07-26-t	11:59	Tzina_Zoolo_JVC313_sipo_2010-07-26-t.wav				
2010-07-26-u	1:31	Tzina_Zoolo_JVC313_aaxopepe_2010-07-26-u.wav				
2010-07-26-v	1:04	Tzina_Zoolo_JVC313 -FHR321_sinokwilin_2010-07-26-v.wav				
2010-07-26-w	1:47	Tzina_Zoolo_JVC313 -FHR321_eokwilin_2010-07-26-w.wav				
2010-07-26-x	5:33	Tzina_Zoolo_JVC313 -MGG317_xoxok-saayoolin_2010-07-26-x.wav				
2010-07-26-y	3:28	Tzina_Zoolo_JVC313 -MGG317_teetech-kalakini_2010-07-26-y.wav				
2010-07-26-z	5:17	Tzina_Medic_JVC313 -MGG317_metstekpin_2010-07-26-z.wav				
2010-07-27-a	25:56	Tzina_Zoolo_JVC313_aaskat_2010-07-27-a.wav				
2010-07-27-b	3:11	Tzina_Zoolo_MGG317-FHR321_xopepe_2010-07-27-b.wav				
2010-07-27-c	1:59	Tzina_Botan_MGG317-JVC313_xokotopoonkowit-Acanthaceae_2010-07-27-c.wav				
2010-07-27-d	24:11	Xaltn_Botan_MFC307_kwitakowit-Solanaceae_2010-07-27-d.wav				
2010-07-27-e	10:01	Xaltn_Botan_MFC307_moosoot-Asteraceae_2010-07-27-e.wav				
2010-07-27-f	18:17	Xaltn_Botan_MFC307_tanokwilpahxiwit-Lamiaceae_2010-07-27-f.wav				
2010-07-27-g	10:34	Xaltn_Botan_MFC307_teposihyaak-Lamiaceae_2010-07-27-g.wav				
2010-07-27-h	20:51	Xaltn_Botan_MFC307_xoonoot-Tiliaceae_2010-07-27-h.wav				
2010-07-27-i	28:58	Tzina_MatCl_AND308_mekat_2010-07-27-i.wav				
2010-07-27-j	13:06	Tzina_MatCl_AND308_ika-see-talpia_2010-07-27-j.wav				
2010-07-27-k	10:11	Tzina_Botan_MFC307_tuusan-kwaaeewat-Caryophyllaceae_2010-07-27-k.wav				
2010-07-27-l	29:34	Tzina_Botan_MFC307-AND308_eskowit-Euphorbiaceae_2010-07-27-l.wav				
2010-07-27-m	29:59	Tzina_Botan_MFC307-AND308_tahchinoolxiwit-Hypericaceae_2010-07-27-m.wav				
2010-07-27-n	32:44	Tzina_Botan_MFC307-AND308_poopoto-Asclepiadaceae_2010-07-27-n.wav				
2010-07-28-a	11:02	Tzina_Botan_JVC313-RMM302_pachkilit-Caryophyllaceae_2010-07-28-a.wav				
2010-07-28-b	15:24	Tzina_Botan_JVC313-RMM302_tuusan-kwaaeewat-Caryophyllaceae_2010-07-28-b.wav				
2010-07-28-c	8:17	Tzina_Botan_JVC313-MFC314_aakamaaloot-Poaceae_2010-07-28-c.wav				
2010-07-28-d	25:16	Tzina_Botan_JVC313_mekat_2010-07-28-d.wav				
